name,region,longitude,latitude,worldX,worldY,locationtype,locationtypeenum,mplongitude,mplatitude,gisX,gisY,dungeontype
The Moorham Graveyard,Menevia,106920,44072,835,155,Graveyard,Graveyard,835.3125,-154.6875,835.5,-155.5,Cemetery
The White Goat Lodge,Menevia,102056,43944,797,156,Tavern,Tavern,797.3125,-155.6875,797.5,-156.5,
Deerton Field,Menevia,102432,43936,800,156,TownVillage,TownVillage,800.25,-155.75,800.5,-156.5,
The Old Hawking Shack,Menevia,104488,43944,816,156,HomePoor,HomePoor,816.3125,-155.6875,816.5,-156.5,
Gentle Relic of Dibella,Menevia,105128,43944,821,156,ReligionTemple,ReligionTemple,821.3125,-155.6875,821.5,-156.5,
Old Gwynausa's Hovel,Menevia,105512,43944,824,156,HomePoor,HomePoor,824.3125,-155.6875,824.5,-156.5,
The Kingham Graveyard,Menevia,101800,43816,795,157,Graveyard,Graveyard,795.3125,-156.6875,795.5,-157.5,Cemetery
Charencester,Menevia,103712,43808,810,157,TownVillage,TownVillage,810.25,-156.75,810.5,-157.5,
Holdale,Menevia,105760,43808,826,157,TownVillage,TownVillage,826.25,-156.75,826.5,-157.5,
Newley,Menevia,107800,43808,842,157,TownHamlet,TownHamlet,842.1875,-156.75,842.5,-157.5,
Cromford ,Menevia,105120,43672,821,158,TownHamlet,TownHamlet,821.25,-157.8125,821.5,-158.5,
Old Vannorya's Farm,Menevia,107304,43688,838,158,HomeFarms,HomeFarms,838.3125,-157.6875,838.5,-158.5,
Gothvale,Menevia,107552,43680,840,158,TownVillage,TownVillage,840.25,-157.75,840.5,-158.5,
Inner Idol of Dibella,Menevia,103592,43560,809,159,ReligionTemple,ReligionTemple,809.3125,-158.6875,809.5,-159.5,
Graycroft,Menevia,104472,43552,816,159,TownHamlet,TownHamlet,816.1875,-158.75,816.5,-159.5,
Ashing Court,Menevia,104744,43560,818,159,HomeWealthy,HomeWealthy,818.3125,-158.6875,818.5,-159.5,
Blackham,Menevia,108184,43552,845,159,TownHamlet,TownHamlet,845.1875,-158.75,845.5,-159.5,
The Tower of Mastersley,Menevia,103080,43304,805,161,DungeonLabyrinth,DungeonLabyrinth,805.3125,-160.6875,805.5,-161.5,RuinedCastle
Longhope Garden,Menevia,105120,43288,821,161,TownHamlet,TownHamlet,821.25,-160.8125,821.5,-161.5,
THe Crypts of Gaerhart,Menevia,102568,43048,801,163,Graveyard,Graveyard,801.3125,-162.6875,801.5,-163.5,Cemetery
Belladyna Cultus,Menevia,103848,43048,811,163,DungeonLabyrinth,DungeonLabyrinth,811.3125,-162.6875,811.5,-163.5,Coven
Ipsworth,Menevia,104472,43040,816,163,TownHamlet,TownHamlet,816.1875,-162.75,816.5,-163.5,
The Hawkhart Burial Ground,Menevia,105128,43048,821,163,Graveyard,Graveyard,821.3125,-162.6875,821.5,-163.5,Cemetery
Tunwick,Menevia,105376,43040,823,163,TownVillage,TownVillage,823.25,-162.75,823.5,-163.5,
Ruins of Old Ysyrrya's Hovel,Menevia,106280,43048,830,163,DungeonRuin,DungeonRuin,830.3125,-162.6875,830.5,-163.5,Mine
Oxlech,Menevia,102304,42904,799,164,TownHamlet,TownHamlet,799.25,-163.8125,799.5,-164.5,
Sacred Idol of Dibella,Menevia,103080,42792,805,165,ReligionTemple,ReligionTemple,805.3125,-164.6875,805.5,-165.5,
The Unfortunate Griffin Pub,Menevia,103464,42664,808,166,Tavern,Tavern,808.3125,-165.6875,808.5,-166.5,
The Feather and Dog Tavern,Menevia,104744,42664,818,166,Tavern,Tavern,818.3125,-165.6875,818.5,-166.5,
The Feather and Dog Tavern,Pothago,30120,11688,235,408,Tavern,Tavern,235.3125,-407.6875,235.5,-408.5,
Wickton Court,Menevia,103592,42408,809,168,HomeWealthy,HomeWealthy,809.3125,-167.6875,809.5,-168.5,
The Hawksmith Cabin,Menevia,104744,42408,818,168,HomePoor,HomePoor,818.3125,-167.6875,818.5,-168.5,
Hawkston Manor,Menevia,107176,42408,837,168,HomeWealthy,HomeWealthy,837.3125,-167.6875,837.5,-168.5,
Hawkston Manor,Shalgora,40232,41512,314,175,HomeWealthy,HomeWealthy,314.3125,-174.6875,314.5,-175.5,
Hawkston Manor,Ilessan Hills,25384,54440,198,74,HomeWealthy,HomeWealthy,198.3125,-73.6875,198.5,-74.5,
Tuning,Menevia,108304,42392,846,168,TownHamlet,TownHamlet,846.125,-167.8125,846.5,-168.5,
Arkhope Minster,Menevia,104992,42016,820,171,TownVillage,TownVillage,820.25,-170.75,820.5,-171.5,
Uptower,Menevia,107024,42008,836,171,TownCity,TownCity,836.125,-170.8125,836.5,-171.5,
The Flying Wolf Lodge,Menevia,107688,42024,841,171,Tavern,Tavern,841.3125,-170.6875,841.5,-171.5,
The Crypt of Morivulon,Menevia,102824,41896,803,172,DungeonLabyrinth,DungeonLabyrinth,803.3125,-171.6875,803.5,-172.5,Crypt
Upwark Commons,Menevia,102816,41624,803,174,TownHamlet,TownHamlet,803.25,-173.8125,803.5,-174.5,
The Lucky Fairy Pub,Menevia,103080,41640,805,174,Tavern,Tavern,805.3125,-173.6875,805.5,-174.5,
Arkbrugh,Menevia,103456,41632,808,174,TownVillage,TownVillage,808.25,-173.75,808.5,-174.5,
Deermont,Menevia,104224,41632,814,174,TownVillage,TownVillage,814.25,-173.75,814.5,-174.5,
THe Crypts of Yeomsmith,Menevia,104488,41512,816,175,Graveyard,Graveyard,816.3125,-174.6875,816.5,-175.5,Cemetery
The Mole and Sword Inn,Menevia,106152,41512,829,175,Tavern,Tavern,829.3125,-174.6875,829.5,-175.5,
Woodton Tower,Menevia,107688,41512,841,175,DungeonKeep,DungeonKeep,841.3125,-174.6875,841.5,-175.5,DesecratedTemple
Newford Wood,Menevia,105872,41368,827,176,TownHamlet,TownHamlet,827.125,-175.8125,827.5,-176.5,
The Dirty Dungeon Hostel,Menevia,103080,41256,805,177,Tavern,Tavern,805.3125,-176.6875,805.5,-177.5,
Singing Oracle of Dibella,Menevia,105256,41256,822,177,ReligionTemple,ReligionTemple,822.3125,-176.6875,822.5,-177.5,
The Rusty Fawn Lodge,Menevia,104616,41128,817,178,Tavern,Tavern,817.3125,-177.6875,817.5,-178.5,
Galloley,Menevia,102944,40848,804,180,TownHamlet,TownHamlet,804.25,-179.875,804.5,-180.5,
The Chrystona Coven,Menevia,106536,40872,832,180,DungeonLabyrinth,DungeonLabyrinth,832.3125,-179.6875,832.5,-180.5,Coven
Morirdoth,Menevia,107688,40872,841,180,DungeonLabyrinth,DungeonLabyrinth,841.3125,-179.6875,841.5,-180.5,OrcStronghold
The Silver Hedgehog Pub,Menevia,102440,40744,800,181,Tavern,Tavern,800.3125,-180.6875,800.5,-181.5,
Fearful Altar of Dibella,Menevia,105512,40744,824,181,ReligionTemple,ReligionTemple,824.3125,-180.6875,824.5,-181.5,
Ruins of Wickcroft Palace,Menevia,107048,40744,836,181,DungeonRuin,DungeonRuin,836.3125,-180.6875,836.5,-181.5,DesecratedTemple
Tricerlath,Menevia,102696,40616,802,182,DungeonLabyrinth,DungeonLabyrinth,802.3125,-181.6875,802.5,-182.5,OrcStronghold
Crommoth,Menevia,103200,40592,806,182,TownHamlet,TownHamlet,806.25,-181.875,806.5,-182.5,
Ruins of The Old Kinging Hovel,Menevia,104104,40616,813,182,DungeonRuin,DungeonRuin,813.3125,-181.6875,813.5,-182.5,Laboratory
Cromvale,Menevia,107552,40480,840,183,TownVillage,TownVillage,840.25,-182.75,840.5,-183.5,
Eternal Ascencion of Dibella,Menevia,102440,40360,800,184,ReligionTemple,ReligionTemple,800.3125,-183.6875,800.5,-184.5,
Newbury,Menevia,103840,40352,811,184,TownVillage,TownVillage,811.25,-183.75,811.5,-184.5,
The Moorton Plantation,Menevia,104872,40360,819,184,HomeFarms,HomeFarms,819.3125,-183.6875,819.5,-184.5,
The Moorton Plantation,Shalgora,41896,43176,327,162,HomeFarms,HomeFarms,327.3125,-161.6875,327.5,-162.5,
Old Evelyrrya's Shack,Menevia,108072,40360,844,184,HomePoor,HomePoor,844.3125,-183.6875,844.5,-184.5,
The Savage Mug Lodge,Menevia,103208,40232,806,185,Tavern,Tavern,806.3125,-184.6875,806.5,-185.5,
Old Morgorya's Farm,Menevia,103464,40232,808,185,HomeFarms,HomeFarms,808.3125,-184.6875,808.5,-185.5,
Old Morgorya's Farm,Urvaius,54696,57640,427,49,HomeFarms,HomeFarms,427.3125,-48.6875,427.5,-49.5,
Ipsham,Menevia,108448,40224,847,185,TownVillage,TownVillage,847.25,-184.75,847.5,-185.5,
Perpetual Altar of Dibella,Menevia,102952,39976,804,187,ReligionTemple,ReligionTemple,804.3125,-186.6875,804.5,-187.5,
Perpetual Altar of Dibella,Tigonus,74536,16936,582,367,ReligionTemple,ReligionTemple,582.3125,-366.6875,582.5,-367.5,
Menevia,Menevia,103304,39944,807,187,TownCity,TownCity,807.0625,-186.9375,807.5,-187.5,
Kingwing's Guard,Menevia,107560,39976,840,187,DungeonLabyrinth,DungeonLabyrinth,840.3125,-186.6875,840.5,-187.5,RuinedCastle
Longbury Hollow,Menevia,103840,39832,811,188,TownHamlet,TownHamlet,811.25,-187.8125,811.5,-188.5,
The Hawkston Tombs,Menevia,107176,39720,837,189,Graveyard,Graveyard,837.3125,-188.6875,837.5,-189.5,Cemetery
The Hawkston Tombs,Menevia,107176,39720,837,189,Graveyard,Graveyard,837.3125,-188.6875,837.5,-189.5,Cemetery
The Hawkston Tombs,Ykalon,56232,61864,439,16,Graveyard,Graveyard,439.3125,-15.6875,439.5,-16.5,Cemetery
The Hawkston Tombs,Ykalon,56232,61864,439,16,Graveyard,Graveyard,439.3125,-15.6875,439.5,-16.5,Cemetery
Gothhead,Menevia,103320,39584,807,190,TownHamlet,TownHamlet,807.1875,-189.75,807.5,-190.5,
The Mole and Skull Inn,Menevia,103720,39592,810,190,Tavern,Tavern,810.3125,-189.6875,810.5,-190.5,
The Mole and Skull Inn,Totambu,97320,21800,760,329,Tavern,Tavern,760.3125,-328.6875,760.5,-329.5,
Gentle Sunrise of Dibella,Menevia,104744,39592,818,190,ReligionTemple,ReligionTemple,818.3125,-189.6875,818.5,-190.5,
Holy Omen of Dibella,Menevia,105896,39592,827,190,ReligionTemple,ReligionTemple,827.3125,-189.6875,827.5,-190.5,
Vanwood,Menevia,102560,39464,801,191,TownVillage,TownVillage,801.25,-190.6875,801.5,-191.5,
Baelbrugh,Menevia,106536,39456,832,191,TownVillage,TownVillage,832.3125,-190.75,832.5,-191.5,
Old Morgabyth's Place,Menevia,103464,39336,808,192,HomePoor,HomePoor,808.3125,-191.6875,808.5,-192.5,
Cathgate Court,Menevia,104096,39328,813,192,TownVillage,TownVillage,813.25,-191.75,813.5,-192.5,
The Devil's Helm Pub,Menevia,107560,39336,840,192,Tavern,Tavern,840.3125,-191.6875,840.5,-192.5,
The White Sword Hostel,Menevia,107816,39336,842,192,Tavern,Tavern,842.3125,-191.6875,842.5,-192.5,
The White Sword Hostel,Totambu,104616,16040,817,374,Tavern,Tavern,817.3125,-373.6875,817.5,-374.5,
Ruins of Old Vannorya's Place,Menevia,101544,39208,793,193,DungeonRuin,DungeonRuin,793.3125,-192.6875,793.5,-193.5,RuinedCastle
The Knave and Dragon Inn,Menevia,103080,39080,805,194,Tavern,Tavern,805.3125,-193.6875,805.5,-194.5,
Warshire,Menevia,103712,39072,810,194,TownVillage,TownVillage,810.25,-193.75,810.5,-194.5,
The Ashwing Crypts,Menevia,104488,39080,816,194,Graveyard,Graveyard,816.3125,-193.6875,816.5,-194.5,Cemetery
Baelbrone,Menevia,103296,38928,807,195,TownCity,TownCity,807,-194.875,807.5,-195.5,
The Ashford Cemetery,Menevia,104616,38824,817,196,Graveyard,Graveyard,817.3125,-195.6875,817.5,-196.5,Cemetery
Old Evelona's Farm,Menevia,107176,38824,837,196,HomeFarms,HomeFarms,837.3125,-195.6875,837.5,-196.5,
Ripbrone Commons,Menevia,102800,38664,803,197,TownCity,TownCity,803.125,-196.9375,803.5,-197.5,
The Lynx and Dragon Tavern,Menevia,105128,38568,821,198,Tavern,Tavern,821.3125,-197.6875,821.5,-198.5,
The Lynx and Dragon Tavern,Mournoth,121768,20008,951,343,Tavern,Tavern,951.3125,-342.6875,951.5,-343.5,
Aldtry,Menevia,107680,38424,841,199,TownHamlet,TownHamlet,841.25,-198.8125,841.5,-199.5,
Tamgate End,Menevia,108320,38424,846,199,TownHamlet,TownHamlet,846.25,-198.8125,846.5,-199.5,
The Buckington Tombs,Menevia,102568,38312,801,200,Graveyard,Graveyard,801.3125,-199.6875,801.5,-200.5,Cemetery
Vanshire,Menevia,104832,38288,819,200,TownCity,TownCity,819,-199.875,819.5,-200.5,
Hearthham Grange,Menevia,106152,38312,829,200,HomeFarms,HomeFarms,829.3125,-199.6875,829.5,-200.5,
Stokford End,Menevia,102560,38056,801,202,TownVillage,TownVillage,801.25,-201.6875,801.5,-202.5,
Hortry,Menevia,103568,38040,809,202,TownHamlet,TownHamlet,809.125,-201.8125,809.5,-202.5,
Warbury Commons,Menevia,104352,38048,815,202,TownVillage,TownVillage,815.25,-201.75,815.5,-202.5,
Weeping Redeemer of Dibella,Menevia,104616,38056,817,202,ReligionTemple,ReligionTemple,817.3125,-201.6875,817.5,-202.5,
Weeping Redeemer of Dibella,Koegria,86440,53928,675,78,ReligionTemple,ReligionTemple,675.3125,-77.6875,675.5,-78.5,
Weeping Redeemer of Dibella,Tigonus,68904,22568,538,323,ReligionTemple,ReligionTemple,538.3125,-322.6875,538.5,-323.5,
The Tombs of Hearthhart,Menevia,105256,38056,822,202,Graveyard,Graveyard,822.3125,-201.6875,822.5,-202.5,Cemetery
Ripcester Rock,Menevia,105888,38048,827,202,TownVillage,TownVillage,827.25,-201.75,827.5,-202.5,
Wickwing Orchard,Menevia,107176,38056,837,202,HomeFarms,HomeFarms,837.3125,-201.6875,837.5,-202.5,
Wickwing Orchard,Koegria,89000,53544,695,81,HomeFarms,HomeFarms,695.3125,-80.6875,695.5,-81.5,
The Old Wickton Hovel,Menevia,108584,38056,848,202,HomePoor,HomePoor,848.3125,-201.6875,848.5,-202.5,
Sacred Tree of Dibella,Menevia,105384,37800,823,204,ReligionTemple,ReligionTemple,823.3125,-203.6875,823.5,-204.5,
The Dancing Gnome Pub,Menevia,101800,37672,795,205,Tavern,Tavern,795.3125,-204.6875,795.5,-205.5,
Charenfort,Menevia,102032,37656,797,205,TownCity,TownCity,797.125,-204.8125,797.5,-205.5,
The Silver Porcupine Tavern,Menevia,102952,37672,804,205,Tavern,Tavern,804.3125,-204.6875,804.5,-205.5,
Aldingbury,Menevia,104704,37648,818,205,TownCity,TownCity,818,-204.875,818.5,-205.5,
The Rat and Barbarian Inn,Menevia,105128,37672,821,205,Tavern,Tavern,821.3125,-204.6875,821.5,-205.5,
Wilderdale,Menevia,106152,37664,829,205,TownVillage,TownVillage,829.3125,-204.75,829.5,-205.5,
Ashwing Grange,Menevia,107688,37544,841,206,HomeFarms,HomeFarms,841.3125,-205.6875,841.5,-206.5,
Ashwing Grange,Ilessan Hills,44456,52392,347,90,HomeFarms,HomeFarms,347.3125,-89.6875,347.5,-90.5,
Westcastle,Menevia,101648,37272,794,208,TownHamlet,TownHamlet,794.125,-207.8125,794.5,-208.5,
The Savage Stag Hostel,Menevia,102568,37288,801,208,Tavern,Tavern,801.3125,-207.6875,801.5,-208.5,
The Dancing Rascal Tavern,Menevia,102824,37288,803,208,Tavern,Tavern,803.3125,-207.6875,803.5,-208.5,
The Dancing Rascal Tavern,Myrkwasa,35752,6568,279,448,Tavern,Tavern,279.3125,-447.6875,279.5,-448.5,
Eastham Hill,Menevia,106656,37280,833,208,TownVillage,TownVillage,833.25,-207.75,833.5,-208.5,
Chesterbrone Heath,Menevia,107040,37288,836,208,TownVillage,TownVillage,836.25,-207.6875,836.5,-208.5,
Sekadred,Menevia,108712,37160,849,209,DungeonLabyrinth,DungeonLabyrinth,849.3125,-208.6875,849.5,-209.5,GiantStronghold
The Wickton Cemetery,Menevia,109096,37160,852,209,Graveyard,Graveyard,852.3125,-208.6875,852.5,-209.5,Cemetery
The Dunynak Excavation,Menevia,100520,37032,785,210,DungeonLabyrinth,DungeonLabyrinth,785.3125,-209.6875,785.5,-210.5,Mine
Tamarilyn Coven,Menevia,100664,37031,786,210,Coven,Coven,786.4375,-209.6953125,786.5,-210.5,
The Community of Elyzona,Menevia,101288,37032,791,210,DungeonLabyrinth,DungeonLabyrinth,791.3125,-209.6875,791.5,-210.5,BarbarianStronghold
Lysandus' Tomb,Menevia,101688,37031,794,210,DungeonLabyrinth,DungeonLabyrinth,794.4375,-209.6953125,794.5,-210.5,Crypt
Whitetower Garden,Menevia,106912,37024,835,210,TownVillage,TownVillage,835.25,-209.75,835.5,-210.5,
Hawkton Court,Menevia,101032,36904,789,211,HomeWealthy,HomeWealthy,789.3125,-210.6875,789.5,-211.5,
Ruins of The Tower of Wickham,Menevia,103080,36904,805,211,DungeonRuin,DungeonRuin,805.3125,-210.6875,805.5,-211.5,SpiderNest
Cromville Commons,Menevia,108952,36880,851,211,TownHamlet,TownHamlet,851.1875,-210.875,851.5,-211.5,
Old Elyssa's Farm,Menevia,100776,36648,787,213,HomeFarms,HomeFarms,787.3125,-212.6875,787.5,-213.5,
Tamborne,Menevia,101152,36640,790,213,TownVillage,TownVillage,790.25,-212.75,790.5,-213.5,
Warfort,Menevia,102552,36632,801,213,TownHamlet,TownHamlet,801.1875,-212.8125,801.5,-213.5,
Chesterbrugh,Menevia,101280,36264,791,216,TownVillage,TownVillage,791.25,-215.6875,791.5,-216.5,
Ruins of Old Elyzolda's Hovel,Alcaire,90280,52648,705,88,DungeonRuin,DungeonRuin,705.3125,-87.6875,705.5,-88.5,BarbarianStronghold
The Tower of Ashham,Alcaire,90792,52264,709,91,DungeonKeep,DungeonKeep,709.3125,-90.6875,709.5,-91.5,BarbarianStronghold
Hearthford's Hold,Alcaire,91432,52264,714,91,DungeonKeep,DungeonKeep,714.3125,-90.6875,714.5,-91.5,SpiderNest
Hawkston Court,Alcaire,91048,51752,711,95,HomeWealthy,HomeWealthy,711.3125,-94.6875,711.5,-95.5,
Hawkston Court,Kambria,81576,58024,637,46,HomeWealthy,HomeWealthy,637.3125,-45.6875,637.5,-46.5,
Tower Kingham,Alcaire,91432,51752,714,95,DungeonKeep,DungeonKeep,714.3125,-94.6875,714.5,-95.5,GiantStronghold
The Lion and Chasm Tavern,Alcaire,92968,51368,726,98,Tavern,Tavern,726.3125,-97.6875,726.5,-98.5,
Horwark,Alcaire,89760,51240,701,99,TownVillage,TownVillage,701.25,-98.6875,701.5,-99.5,
The Dwarf and Barbarian Tavern,Alcaire,90664,51240,708,99,Tavern,Tavern,708.3125,-98.6875,708.5,-99.5,
Broadidge,Alcaire,88472,51096,691,100,TownHamlet,TownHamlet,691.1875,-99.8125,691.5,-100.5,
The Greenfield Cemetery,Alcaire,91048,51112,711,100,Graveyard,Graveyard,711.3125,-99.6875,711.5,-100.5,Cemetery
Castle Moorwing,Alcaire,89256,50984,697,101,DungeonKeep,DungeonKeep,697.3125,-100.6875,697.5,-101.5,HumanStronghold
Fontford,Alcaire,90400,50976,706,101,TownVillage,TownVillage,706.25,-100.75,706.5,-101.5,
Penfort,Alcaire,90784,50976,709,101,TownVillage,TownVillage,709.25,-100.75,709.5,-101.5,
Reybridge Moor,Alcaire,91544,50968,715,101,TownHamlet,TownHamlet,715.1875,-100.8125,715.5,-101.5,
Ruins of Old Elayne's Farm,Alcaire,89512,50856,699,102,DungeonRuin,DungeonRuin,699.3125,-101.6875,699.5,-102.5,SpiderNest
The Ashsmith Plantation,Alcaire,89896,50728,702,103,HomeFarms,HomeFarms,702.3125,-102.6875,702.5,-103.5,
The Knave and Guard Inn,Alcaire,89128,50600,696,104,Tavern,Tavern,696.3125,-103.6875,696.5,-104.5,
Alcaire Coven,Alcaire,90168,50599,704,104,Coven,Coven,704.4375,-103.6953125,704.5,-104.5,
Longleigh End,Alcaire,91680,50472,716,105,TownVillage,TownVillage,716.25,-104.6875,716.5,-105.5,
The Queen's Dog Hostel,Alcaire,90536,50344,707,106,Tavern,Tavern,707.3125,-105.6875,707.5,-106.5,
Grimmarket,Alcaire,88864,50208,694,107,TownVillage,TownVillage,694.25,-106.75,694.5,-107.5,
Old Morgona's Hovel,Alcaire,91304,50216,713,107,HomePoor,HomePoor,713.3125,-106.6875,713.5,-107.5,
The Laughing Fairy Lodge,Alcaire,89256,50088,697,108,Tavern,Tavern,697.3125,-107.6875,697.5,-108.5,
The Roost of Hezirrog,Alcaire,90536,50088,707,108,DungeonLabyrinth,DungeonLabyrinth,707.3125,-107.6875,707.5,-108.5,HarpyNest
Arkmont,Alcaire,90792,49824,709,110,TownVillage,TownVillage,709.3125,-109.75,709.5,-110.5,
Ruins of Buckingcroft Palace,Alcaire,91560,49832,715,110,DungeonRuin,DungeonRuin,715.3125,-109.6875,715.5,-110.5,VampireHaunt
Merpath,Alcaire,92048,49816,719,110,TownHamlet,TownHamlet,719.125,-109.8125,719.5,-110.5,
Ruins of Copperhouse's Guard,Alcaire,92456,49832,722,110,DungeonRuin,DungeonRuin,722.3125,-109.6875,722.5,-110.5,GiantStronghold
The Fortress of Woodton,Alcaire,93480,49832,730,110,DungeonKeep,DungeonKeep,730.3125,-109.6875,730.5,-110.5,VampireHaunt
Stokwood,Alcaire,89104,49688,696,111,TownHamlet,TownHamlet,696.125,-110.8125,696.5,-111.5,
Lord Stadezon's Barrow,Alcaire,92840,49704,725,111,DungeonLabyrinth,DungeonLabyrinth,725.3125,-110.6875,725.5,-111.5,Crypt
The Bat and Sword Pub,Alcaire,90024,49576,703,112,Tavern,Tavern,703.3125,-111.6875,703.5,-112.5,
Alcaire,Alcaire,90504,49544,707,112,TownCity,TownCity,707.0625,-111.9375,707.5,-112.5,
The Lion and Dagger Lodge,Alcaire,90920,49576,710,112,Tavern,Tavern,710.3125,-111.6875,710.5,-112.5,
Ruins of Ashham Hall,Alcaire,91944,49576,718,112,DungeonRuin,DungeonRuin,718.3125,-111.6875,718.5,-112.5,HarpyNest
Reyborne,Alcaire,92440,49424,722,113,TownHamlet,TownHamlet,722.1875,-112.875,722.5,-113.5,
Ruins of Hawkhart Grange,Alcaire,93736,49320,732,114,DungeonRuin,DungeonRuin,732.3125,-113.6875,732.5,-114.5,SpiderNest
Vanbrugh Minster,Alcaire,92320,49184,721,115,TownVillage,TownVillage,721.25,-114.75,721.5,-115.5,
Dunywyr Laboratory,Alcaire,92584,49192,723,115,DungeonLabyrinth,DungeonLabyrinth,723.3125,-114.6875,723.5,-115.5,Laboratory
The Rodistair Quarry,Alcaire,91432,49064,714,116,DungeonLabyrinth,DungeonLabyrinth,714.3125,-115.6875,714.5,-116.5,Mine
The Queen's Goblin Pub,Alcaire,91048,48936,711,117,Tavern,Tavern,711.3125,-116.6875,711.5,-117.5,
The Citadel of Greenham,Alcaire,90152,48808,704,118,DungeonKeep,DungeonKeep,704.3125,-117.6875,704.5,-118.5,RuinedCastle
The Gromdon Aerie,Alcaire,91432,48808,714,118,DungeonLabyrinth,DungeonLabyrinth,714.3125,-117.6875,714.5,-118.5,HarpyNest
Hawkfield Grange,Alcaire,90536,48680,707,119,HomeFarms,HomeFarms,707.3125,-118.6875,707.5,-119.5,
Newwood,Alcaire,91688,48544,716,120,TownVillage,TownVillage,716.3125,-119.75,716.5,-120.5,
Ruins of Mastercroft Manor,Alcaire,92200,48296,720,122,DungeonRuin,DungeonRuin,720.3125,-121.6875,720.5,-122.5,GiantStronghold
Ruins of The Wicking Cabin,Alcaire,92584,48296,723,122,DungeonRuin,DungeonRuin,723.3125,-121.6875,723.5,-122.5,RuinedCastle
Crommarket,Alcaire,90144,48160,704,123,TownVillage,TownVillage,704.25,-122.75,704.5,-123.5,
The Buckingston Farmstead,Alcaire,91048,48040,711,124,HomeFarms,HomeFarms,711.3125,-123.6875,711.5,-124.5,
The Buckingston Farmstead,Kambria,80040,52776,625,87,HomeFarms,HomeFarms,625.3125,-86.6875,625.5,-87.5,
Westwych,Alcaire,94616,48016,739,124,TownHamlet,TownHamlet,739.1875,-123.875,739.5,-124.5,
Hearthsley Court,Alcaire,90024,47912,703,125,HomeWealthy,HomeWealthy,703.3125,-124.6875,703.5,-125.5,
Hearthsley Court,Ilessan Hills,42792,54056,334,77,HomeWealthy,HomeWealthy,334.3125,-76.6875,334.5,-77.5,
The Hold of Buckingsmith,Alcaire,91304,47912,713,125,DungeonKeep,DungeonKeep,713.3125,-124.6875,713.5,-125.5,GiantStronghold
The Hold of Buckingsmith,Alcaire,91304,47912,713,125,DungeonKeep,DungeonKeep,713.3125,-124.6875,713.5,-125.5,BarbarianStronghold
The Hold of Buckingsmith,Alcaire,91304,47912,713,125,DungeonKeep,DungeonKeep,713.3125,-124.6875,713.5,-125.5,RuinedCastle
The Hold of Buckingsmith,Kambria,83368,55464,651,66,DungeonKeep,DungeonKeep,651.3125,-65.6875,651.5,-66.5,GiantStronghold
The Hold of Buckingsmith,Kambria,83368,55464,651,66,DungeonKeep,DungeonKeep,651.3125,-65.6875,651.5,-66.5,BarbarianStronghold
The Hold of Buckingsmith,Kambria,83368,55464,651,66,DungeonKeep,DungeonKeep,651.3125,-65.6875,651.5,-66.5,RuinedCastle
The Hold of Buckingsmith,Ykalon,43048,58280,336,44,DungeonKeep,DungeonKeep,336.3125,-43.6875,336.5,-44.5,GiantStronghold
The Hold of Buckingsmith,Ykalon,43048,58280,336,44,DungeonKeep,DungeonKeep,336.3125,-43.6875,336.5,-44.5,BarbarianStronghold
The Hold of Buckingsmith,Ykalon,43048,58280,336,44,DungeonKeep,DungeonKeep,336.3125,-43.6875,336.5,-44.5,RuinedCastle
Greenston Grange,Alcaire,94888,47912,741,125,HomeFarms,HomeFarms,741.3125,-124.6875,741.5,-125.5,
The Black Rascal Pub,Alcaire,92840,47784,725,126,Tavern,Tavern,725.3125,-125.6875,725.5,-126.5,
The Black Rascal Pub,Totambu,97832,18088,764,358,Tavern,Tavern,764.3125,-357.6875,764.5,-358.5,
